tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date
133-04832,AK-1,SOUTHBOUND,UNNAMED STREET 3,AK,VALDEZ-CORDOVA,99588,62.1065852,-145.651913,62.1030544,-145.965805,10.260277,19.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,897,188,89,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04831,AK-1,SOUTHBOUND,MAE WEST LAKE TRL,AK,VALDEZ-CORDOVA,99588,62.1030544,-145.965805,62.100194,-146.069447,3.682071,20.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,755,161,76,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04905,AK-4,SOUTHBOUND,AK-1/GLENN HWY,AK,VALDEZ-CORDOVA,99588,62.1090126,-145.4760438,62.1078866,-145.4754656,0.080026,15.0,America/Anchorage,P1,USA,211,3,N,1,99999,2,0,2,1,4,10,,1045,137,89,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04907,AK-7,EASTBOUND,GLACIER HWY/CHANNEL DR,AK,JUNEAU,99801,58.3302532,-134.4739756,58.3286294,-134.4692762,0.204176,9.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,22086,2007,647,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04906,AK-7,EASTBOUND,W WILLOUGHBY AVE,AK,JUNEAU,99801,58.2991706,-134.4210492,58.299095,-134.4207312,0.01267,11.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,14940,1379,445,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04603,AK-2,EASTBOUND,OLD RICHARDSON HWY (DELTA JUNCTION),AK,FAIRBANKS NORTH STAR,99714,64.3043998,-146.6637462,64.2822372,-146.2756402,13.033145,38.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,1168,199,102,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04845,AK-3,SOUTHBOUND,MONTANA CREEK RD,AK,MATANUSKA-SUSITNA,99676,62.1343118,-150.0396918,62.100567,-150.0608028,2.473063,40.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,3412,354,107,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04602,AK-2,EASTBOUND,49-APL-2 RD,AK,SOUTHEAST FAIRBANKS,99737,64.2597656,-146.1109768,64.2138312,-145.9625368,5.801176,40.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,1083,147,104,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04844,AK-3,SOUTHBOUND,PUPPY HAVEN DR,AK,MATANUSKA-SUSITNA,99688,61.7120568,-150.0221806,61.6765178,-149.9642056,3.246713,46.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,5054,454,174,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04605,AK-2,EASTBOUND,CLEVELAND RD/HOWELL RD,AK,FAIRBANKS NORTH STAR,99714,64.5947644,-147.0592896,64.5748768,-147.0454986,1.433435,33.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,2267,283,92,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04770,AK-4,NORTHBOUND,AK-8/DENALI HWY,AK,VALDEZ-CORDOVA,99573,62.9449016,-145.515116,63.0292884,-145.4961992,5.994354,21.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,367,44,28,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04847,AK-3,SOUTHBOUND,TALKEETNA TRL,AK,MATANUSKA-SUSITNA,99683,62.316251,-150.2337702,62.1924944,-150.2131524,8.970752,37.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,2348,302,129,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04604,AK-2,EASTBOUND,WALT'S RD,AK,FAIRBANKS NORTH STAR,99714,64.5748768,-147.0454986,64.4703876,-146.948801,8.646607,34.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,2181,277,90,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04846,AK-3,SOUTHBOUND,AMBER LAKE TRL,AK,MATANUSKA-SUSITNA,99683,62.185621,-150.1999558,62.1787826,-150.185346,0.667185,38.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,2348,302,129,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04771,AK-4,NORTHBOUND,AK-2/ALASKA HWY,AK,SOUTHEAST FAIRBANKS,99737,63.9663414,-145.7550168,64.0381318,-145.7329658,5.188324,28.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,1791,213,123,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04849,AK-3,SOUTHBOUND,BYERS CREEK LNDG,AK,MATANUSKA-SUSITNA,99683,62.7455436,-150.133478,62.7112152,-150.2074366,3.399993,34.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,1320,170,72,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04607,AK-2,EASTBOUND,LAURANCE RD,AK,FAIRBANKS NORTH STAR,99705,64.7403896,-147.3010754,64.7344772,-147.2830372,0.670602,30.0,America/Anchorage,P1,USA,162,1,N,1,28549,2,0,2,2,4,10,,9729,589,163,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04848,AK-3,SOUTHBOUND,MT MCKINLEY VIEW DR,AK,MATANUSKA-SUSITNA,99683,62.7112152,-150.2074366,62.5733054,-150.2372442,10.318866,35.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,1320,170,72,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04606,AK-2,EASTBOUND,CLAUDE ST,AK,FAIRBANKS NORTH STAR,99705,64.7338178,-147.2809938,64.7152214,-147.1938792,2.909303,31.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,5366,469,229,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04609,AK-2,EASTBOUND,N SANTA CLAUS LN/BADGER RD,AK,FAIRBANKS NORTH STAR,99705,64.8038282,-147.563785,64.7608152,-147.3577534,6.903798,27.0,America/Anchorage,P1,USA,162,1,N,1,28549,2,0,2,2,4,10,,14775,858,238,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04532,PALMER WASILLA HWY/REILEY AVE,EASTBOUND,AK-3/E PARKS HWY,AK,MATANUSKA-SUSITNA,99654,61.570618,-149.444858,61.5769376,-149.4096552,1.281267,2.0,America/Anchorage,P1,USA,141,5,N,3,99998,2,0,3,0,10,10,,12815,746,17,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04533,PALMER WASILLA HWY/REILEY AVE,EASTBOUND,SEWARD MERIDIAN PKWY,AK,MATANUSKA-SUSITNA,99654,61.5773932,-149.4088888,61.585036,-149.359892,1.788561,3.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,12954,754,17,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04608,AK-2,EASTBOUND,DAWSON RD,AK,FAIRBANKS NORTH STAR,99705,64.7564034,-147.3457328,64.7453866,-147.3157864,1.165294,29.0,America/Anchorage,P1,USA,162,1,N,1,28549,2,0,2,2,4,10,,9729,50,14,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04534,PALMER WASILLA HWY/REILEY AVE,EASTBOUND,N HYER RD/HYER,AK,MATANUSKA-SUSITNA,99654,61.585036,-149.359892,61.588507,-149.300083,2.040427,4.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,11438,665,15,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04535,PALMER WASILLA HWY/REILEY AVE,EASTBOUND,N TRUNK RD,AK,MATANUSKA-SUSITNA,99645,61.588507,-149.300083,61.599382,-149.243447,2.091547,5.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,10712,633,15,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04536,PALMER WASILLA HWY/REILEY AVE,EASTBOUND,ARABIAN LN,AK,MATANUSKA-SUSITNA,99645,61.599382,-149.243447,61.599388,-149.191128,1.719613,6.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,13753,834,19,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04537,PALMER WASILLA HWY/REILEY AVE,EASTBOUND,W EVERGREEN AVE/S FELTON ST,AK,MATANUSKA-SUSITNA,99645,61.599388,-149.191128,61.599466,-149.133351,1.901563,7.0,America/Anchorage,P1,USA,141,4,N,3,99998,2,0,2,0,10,10,,14058,818,18,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04841,AK-1,SOUTHBOUND,COBB LAKE TRL,AK,VALDEZ-CORDOVA,99586,62.716424,-143.9806494,62.7181346,-144.0572158,2.593093,8.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,305,36,34,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04840,AK-1,SOUTHBOUND,RIVER ACC,AK,VALDEZ-CORDOVA,99586,62.7181346,-144.0572158,62.671342,-144.409154,12.82849,9.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,304,36,34,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04539,W EVERGREEN AVE,EASTBOUND,AK-1/GLENN HWY,AK,MATANUSKA-SUSITNA,99645,61.599466,-149.133351,61.5994108,-149.1225508,0.35494,1.0,America/Anchorage,P1,USA,142,4,N,3,99998,2,0,4,0,10,10,,13911,810,19,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04843,AK-1,SOUTHBOUND,SOUTHEAST FAIRBANKS--VALDEZ-CORDOVA COUNTY BORDER,AK,SOUTHEAST FAIRBANKS,99780,63.226963,-143.053834,63.1152906,-143.3005512,12.512026,2.0,America/Anchorage,P3,USA,65,1,N,1,99999,2,0,2,1,4,10,,438,61,35,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04601,AK-2,EASTBOUND,AK-4/RICHARDSON HWY,AK,SOUTHEAST FAIRBANKS,99737,64.152385,-145.8423744,64.0381318,-145.7329658,8.833398,42.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,2017,331,179,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04600,AK-2,EASTBOUND,UNNAMED STREET 3,AK,SOUTHEAST FAIRBANKS,99737,63.659138,-144.0639152,63.6426538,-144.0346722,1.44941,51.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,257,31,5,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04842,AK-1,SOUTHBOUND,GOLDEN NORTH DR,AK,VALDEZ-CORDOVA,99586,62.9246224,-143.6429688,62.8229796,-143.7039442,7.98573,6.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,312,37,35,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04899,AK-4,SOUTHBOUND,WORTHINGTON GLACIER STATE REC RD,AK,VALDEZ-CORDOVA,99686,61.2719514,-145.2793144,61.1703928,-145.6980638,17.244331,23.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,486,78,36,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04412,DEBARR RD,WESTBOUND,S BRAGAW ST,AK,ANCHORAGE,99508,61.209771,-149.778535,61.2098048,-149.8082626,0.991174,4.0,America/Anchorage,P1,USA,115,3,N,3,2305,2,0,4,0,10,10,,21016,366,18,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04896,AK-4,SOUTHBOUND,ROBE LAKE RD,AK,VALDEZ-CORDOVA,99686,61.061674,-145.9552362,61.0841012,-146.189098,8.152195,27.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,1339,142,63,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04895,AK-4,SOUTHBOUND,MEALS AVE,AK,VALDEZ-CORDOVA,99686,61.0841012,-146.189098,61.1291158,-146.3499634,7.193314,28.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,3723,408,397,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04411,DEBARR RD,WESTBOUND,LAKE OTIS PKWY/MERRILL FIELD DR,AK,ANCHORAGE,99508,61.2098064,-149.8084724,61.207771,-149.838127,1.036074,5.0,America/Anchorage,P1,USA,115,3,N,3,2305,2,0,4,0,10,10,,23445,408,20,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04898,AK-4,SOUTHBOUND,HYDENVIEW DR,AK,VALDEZ-CORDOVA,99686,61.123943,-145.7040218,61.1128616,-145.8051848,6.019637,25.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,486,0,0,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04897,AK-4,SOUTHBOUND,4WD ROAD,AK,VALDEZ-CORDOVA,99686,61.1128616,-145.8051848,61.061674,-145.9552362,7.250486,26.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,695,121,58,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04413,DEBARR RD,WESTBOUND,BONIFACE PKWY,AK,ANCHORAGE,99504,61.2098058,-149.7335898,61.2097734,-149.7782976,1.491023,3.0,America/Anchorage,P1,USA,115,3,N,3,2305,2,0,4,0,10,10,,19709,343,17,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04427,BONIFACE PKWY,SOUTHBOUND,DEBARR RD,AK,ANCHORAGE,99508,61.22425,-149.778615,61.209771,-149.778535,1.004577,3.0,America/Anchorage,P1,USA,119,4,N,3,2305,2,0,4,0,10,10,,22743,590,102,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04196,AK-1,NORTHBOUND,SQUAW CREEK TRL,AK,MATANUSKA-SUSITNA,99674,61.800156,-147.598893,61.848549,-147.386613,8.267074,113.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1198,79,35,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04426,BONIFACE PKWY,SOUTHBOUND,E NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99508,61.209663,-149.778536,61.195292,-149.77845,0.992758,4.0,America/Anchorage,P1,USA,119,3,N,3,2305,2,0,4,0,10,10,,23233,602,104,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04197,AK-1,NORTHBOUND,4WD ROAD (PALMER) (NORTH),AK,MATANUSKA-SUSITNA,99674,61.848549,-147.386613,61.891652,-147.3335712,3.608252,114.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,838,146,63,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04198,AK-1,NORTHBOUND,AK-4/RICHARDSON HWY (GLENNALLEN) (SOUTH),AK,VALDEZ-CORDOVA,99588,62.1065852,-145.651913,62.1090126,-145.4760438,5.774363,121.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1532,254,120,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04199,AK-1,NORTHBOUND,AK-4/RICHARDSON HWY (GLENNALLEN) (NORTH),AK,VALDEZ-CORDOVA,99588,62.193494,-145.4454662,62.289115,-145.3530686,7.839931,123.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,959,174,112,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04421,S BRAGAW ST,SOUTHBOUND,E NORTHERN LIGHTS BLVD,AK,ANCHORAGE,99508,61.209638,-149.8084786,61.198934,-149.808444,0.740699,5.0,America/Anchorage,P1,USA,118,4,N,3,2305,2,0,4,0,10,10,,16991,983,176,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04663,UNIVERSITY AVE,SOUTHBOUND,AIRPORT WAY,AK,FAIRBANKS NORTH STAR,99709,64.849169,-147.812634,64.8373412,-147.8125564,0.817072,3.0,America/Anchorage,P1,USA,174,4,N,3,28549,2,0,4,0,10,10,,17509,1115,217,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04662,UNIVERSITY AVE,SOUTHBOUND,AK-3/ROBERT J MITCHELL EXPY,AK,FAIRBANKS NORTH STAR,99709,64.836733,-147.812562,64.8248176,-147.815974,0.869099,5.0,America/Anchorage,P1,USA,174,3,N,3,28549,2,0,4,0,10,10,,10148,639,124,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04422,S BRAGAW ST,SOUTHBOUND,DEBARR RD,AK,ANCHORAGE,99508,61.2206718,-149.8085424,61.2098064,-149.8084724,0.75066,4.0,America/Anchorage,P1,USA,118,4,N,3,2305,2,0,4,0,10,10,,17818,1030,185,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04664,UNIVERSITY AVE,SOUTHBOUND,GEIST RD/JOHANSEN EXPY,AK,FAIRBANKS NORTH STAR,99709,64.855667,-147.8131918,64.849169,-147.812634,0.450034,2.0,America/Anchorage,P1,USA,174,4,N,3,28549,2,0,4,0,10,10,,17525,1115,217,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04425,BONIFACE PKWY,SOUTHBOUND,E TUDOR RD,AK,ANCHORAGE,99504,61.195192,-149.77845,61.18083,-149.7784474,0.992149,6.0,America/Anchorage,P1,USA,119,3,N,3,2305,2,0,4,0,10,10,,21789,564,97,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04190,AK-1,NORTHBOUND,MILE 58 RD,AK,MATANUSKA-SUSITNA,99674,61.6569092,-149.0986814,61.6927022,-148.9684938,6.048313,102.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,2755,183,81,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04191,AK-1,NORTHBOUND,MOKI DR,AK,MATANUSKA-SUSITNA,99674,61.6927022,-148.9684938,61.7058146,-148.9474902,1.198376,103.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,2755,183,81,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04192,AK-1,NORTHBOUND,CHICKALOON,AK,MATANUSKA-SUSITNA,99674,61.7058146,-148.9474902,61.709468,-148.8774626,2.400114,104.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,2562,185,84,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04193,AK-1,NORTHBOUND,FISH LAKE RD,AK,MATANUSKA-SUSITNA,99674,61.733843,-148.7504028,61.7616842,-148.5764814,6.879894,106.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1964,193,93,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04194,AK-1,NORTHBOUND,CHICKALOON BRANCH RD,AK,MATANUSKA-SUSITNA,99674,61.7616842,-148.5764814,61.7849528,-148.453799,4.549455,107.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1964,193,93,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04195,AK-1,NORTHBOUND,PINOCHLE LN,AK,MATANUSKA-SUSITNA,99674,61.796528,-147.973189,61.8032326,-147.8516332,4.294742,111.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1275,84,37,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04185,AK-1,NORTHBOUND,W ARCTIC AVE,AK,MATANUSKA-SUSITNA,99645,61.5994108,-149.1225508,61.6066362,-149.118513,0.520069,97.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,14786,983,433,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04877,AK-4,SOUTHBOUND,PATRICIA PIKE,AK,SOUTHEAST FAIRBANKS,99737,64.0381318,-145.7329658,63.9663414,-145.7550168,5.188324,1.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,1791,213,123,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04635,CHENA PUMP RD,SOUTHBOUND,CHENA RIDGE RD/DARTMOUTH DR,AK,FAIRBANKS NORTH STAR,99709,64.848211,-147.865033,64.846397,-147.869004,0.172238,3.0,America/Anchorage,P1,USA,167,5,N,3,28549,2,0,4,0,10,10,,19282,774,176,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04186,AK-1,NORTHBOUND,MARSH RD/ALBRECHT AVE,AK,MATANUSKA-SUSITNA,99645,61.6066362,-149.118513,61.617494,-149.1184242,0.750324,98.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,8486,564,248,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04187,AK-1,NORTHBOUND,PALMER FISHHOOK RD,AK,MATANUSKA-SUSITNA,99645,61.61873,-149.1184312,61.628282,-149.1205946,0.670167,99.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,7496,498,219,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04638,JOHANSEN EXPY,WESTBOUND,PEGER RD/EXIT 2,AK,FAIRBANKS NORTH STAR,99709,64.851379,-147.752865,64.849345,-147.769325,0.507573,6.0,America/Anchorage,P1,USA,168,4,N,3,28549,2,0,4,0,10,10,,21569,1465,285,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04188,AK-1,NORTHBOUND,FARM LOOP RD,AK,MATANUSKA-SUSITNA,99645,61.628571,-149.120622,61.646298,-149.1169958,1.245892,100.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,4332,288,127,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04637,JOHANSEN EXPY,WESTBOUND,UNIVERSITY AVE,AK,FAIRBANKS NORTH STAR,99709,64.8495136,-147.7878786,64.849169,-147.812634,0.729073,8.0,America/Anchorage,P1,USA,168,3,N,3,28549,2,0,4,0,10,10,,20099,1372,267,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04189,AK-1,NORTHBOUND,COLLIER RD,AK,MATANUSKA-SUSITNA,99645,61.646298,-149.1169958,61.6569092,-149.0986814,0.993473,101.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,2755,183,81,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04639,JOHANSEN EXPY,WESTBOUND,DANBY ST,AK,FAIRBANKS NORTH STAR,99701,64.854881,-147.721674,64.851576,-147.751086,0.905101,4.0,America/Anchorage,P1,USA,168,4,N,3,28549,2,0,4,0,10,10,,20419,1300,253,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04870,AK-4,SOUTHBOUND,UNNAMED STREET 2,AK,VALDEZ-CORDOVA,99573,62.9449016,-145.515116,62.8824658,-145.4852958,4.594206,9.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,367,44,28,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04872,AK-4,SOUTHBOUND,FOOT TRL (NORTH),AK,VALDEZ-CORDOVA,99573,63.24662,-145.6814952,63.1823052,-145.5401782,6.609579,6.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,327,44,29,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04871,AK-4,SOUTHBOUND,UNNAMED STREET 3,AK,VALDEZ-CORDOVA,99573,63.0292884,-145.4961992,62.9449016,-145.515116,5.994354,8.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,367,44,28,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04874,AK-4,SOUTHBOUND,BLACK RAPIDS TRAINING SITE,AK,SOUTHEAST FAIRBANKS,99737,63.7442694,-145.8526064,63.50668,-145.86033,17.445724,4.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,279,50,33,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04873,AK-4,SOUTHBOUND,GULKANA GLACIER TRAINING SITE,AK,SOUTHEAST FAIRBANKS,99737,63.50668,-145.86033,63.24662,-145.6814952,21.309365,5.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,324,41,27,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04876,AK-4,SOUTHBOUND,FORT GREELY RIDGE RD,AK,SOUTHEAST FAIRBANKS,99737,63.9663414,-145.7550168,63.899751,-145.7818488,4.748778,2.0,America/Anchorage,P1,USA,208,2,N,4,99999,2,0,2,4,4,10,,416,55,36,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
