tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date
133+04848,AK-3,NORTHBOUND,MT MCKINLEY VIEW DR,AK,MATANUSKA-SUSITNA,99683,62.316251,-150.2337702,62.5733054,-150.2372442,18.62759,28.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,1306,168,72,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04606,AK-2,WESTBOUND,CLAUDE ST,AK,FAIRBANKS NORTH STAR,99702,64.5947644,-147.0592896,64.7152828,-147.1927676,9.645859,34.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,2637,350,162,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04607,AK-2,WESTBOUND,LAURANCE RD,AK,FAIRBANKS NORTH STAR,99705,64.7154736,-147.1937742,64.7337982,-147.2799434,2.875432,35.0,America/Anchorage,P1,USA,162,1,N,1,99999,2,0,2,2,4,10,,5340,470,231,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04849,AK-3,NORTHBOUND,BYERS CREEK LNDG,AK,MATANUSKA-SUSITNA,99683,62.5733054,-150.2372442,62.7112152,-150.2074366,10.318866,29.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,1320,170,72,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04839,AK-1,NORTHBOUND,UNNAMED STREET 7,AK,VALDEZ-CORDOVA,99573,62.558576,-144.6877916,62.602443,-144.6379206,3.602871,128.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,255,34,22,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04166,AK-1,SOUTHBOUND,S BRAGAW ST,AK,ANCHORAGE,99508,61.2224554,-149.8032934,61.221261,-149.808245,0.184224,74.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,55639,3697,1631,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04169,AK-1,SOUTHBOUND,N MULDOON RD,AK,ANCHORAGE,99504,61.2291956,-149.7243484,61.225666,-149.741092,0.607813,70.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,59109,4052,1788,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04168,AK-1,SOUTHBOUND,BONIFACE PKWY,AK,ANCHORAGE,99506,61.224712,-149.7692648,61.224796,-149.784436,0.50482,72.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,53452,3607,1592,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04900,AK-4,SOUTHBOUND,UNNAMED STREET 2,AK,VALDEZ-CORDOVA,99573,61.708532,-145.1624726,61.5947474,-145.2214634,8.355191,20.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,522,112,51,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04390,E NORTHERN LIGHTS BLVD,WESTBOUND,LAKE OTIS PKWY,AK,ANCHORAGE,99508,61.1954304,-149.8381682,61.1954342,-149.8383604,0.0064,1.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,4,0,10,10,,16018,411,125,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04468,AK-3,NORTHBOUND,AK-1/GLENN HWY,AK,MATANUSKA-SUSITNA,99645,61.5395664,-149.2518456,61.5576884,-149.2508004,1.294664,1.0,America/Anchorage,P1,USA,131,1,N,1,99998,2,0,2,3,4,10,,27996,2164,360,1,27,1,27,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04392,E NORTHERN LIGHTS BLVD,WESTBOUND,BONIFACE PKWY,AK,ANCHORAGE,99508,61.195295,-149.778237,61.195292,-149.77845,0.00709,5.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,4,0,10,10,,22377,580,100,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04902,AK-4,SOUTHBOUND,GLENWOOD DR,AK,VALDEZ-CORDOVA,99573,61.9459698,-145.3103812,61.8410904,-145.2291818,7.813747,18.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,703,76,34,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04391,E NORTHERN LIGHTS BLVD,WESTBOUND,S BRAGAW ST,AK,ANCHORAGE,99508,61.198932,-149.808208,61.198934,-149.808444,0.007854,2.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,4,0,10,10,,17379,1005,180,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04901,AK-4,SOUTHBOUND,EDGERTON HWY,AK,VALDEZ-CORDOVA,99573,61.8410904,-145.2291818,61.708532,-145.1624726,9.913285,19.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,726,79,35,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04904,AK-4,SOUTHBOUND,RICHARDSON HWY (COPPER CENTER) (NORTH),AK,VALDEZ-CORDOVA,99573,62.1078866,-145.4754656,62.0133874,-145.3591796,8.292656,16.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,1243,134,59,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04903,AK-4,SOUTHBOUND,OLD RICHARDSON HWY,AK,VALDEZ-CORDOVA,99573,62.0133874,-145.3591796,61.9459698,-145.3103812,5.074203,17.0,America/Anchorage,P1,USA,211,3,N,3,99999,2,0,2,4,4,10,,703,76,34,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04393,E NORTHERN LIGHTS BLVD,WESTBOUND,MULDOON RD,AK,ANCHORAGE,99504,61.1953438,-149.7334032,61.1953406,-149.7336104,0.006903,3.0,America/Anchorage,P1,USA,110,3,N,3,2305,2,0,4,0,10,10,,24677,1334,73,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04906,AK-7,EASTBOUND,W WILLOUGHBY AVE,AK,JUNEAU,99801,58.318715,-134.4529482,58.2991706,-134.4210492,1.821617,10.0,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,21743,1968,635,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04469,AK-3,NORTHBOUND,TRUNK RD,AK,MATANUSKA-SUSITNA,99645,61.560664,-149.2581934,61.5630444,-149.27596,0.625739,3.0,America/Anchorage,P1,USA,131,1,N,1,99998,2,0,2,3,4,10,,28285,2188,360,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04830,AK-1,NORTHBOUND,LAKE LOUISE RD,AK,VALDEZ-CORDOVA,99588,61.9918048,-146.7702764,62.0867288,-146.3512134,16.007132,117.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,778,166,78,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04831,AK-1,NORTHBOUND,MAE WEST LAKE TRL,AK,VALDEZ-CORDOVA,99588,62.0867288,-146.3512134,62.100194,-146.069447,9.234524,118.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,754,161,76,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04832,AK-1,NORTHBOUND,UNNAMED STREET 3,AK,VALDEZ-CORDOVA,99588,62.100194,-146.069447,62.1030544,-145.965805,3.682071,119.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,755,161,76,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04833,AK-1,NORTHBOUND,UNNAMED STREET 4,AK,VALDEZ-CORDOVA,99588,62.1030544,-145.965805,62.1065852,-145.651913,10.260277,120.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,897,188,89,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04834,AK-1,NORTHBOUND,UNNAMED STREET 5,AK,VALDEZ-CORDOVA,99588,62.1090126,-145.4760438,62.193494,-145.4454662,6.051911,122.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1003,155,100,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04835,AK-1,NORTHBOUND,UNNAMED STREET 6,AK,VALDEZ-CORDOVA,99588,62.289115,-145.3530686,62.301557,-145.3048258,1.858751,124.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,503,66,43,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04836,AK-1,NORTHBOUND,H A A R P ACCESS RD,AK,VALDEZ-CORDOVA,99573,62.301557,-145.3048258,62.3922276,-145.1243382,9.439874,125.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,390,52,34,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04837,AK-1,NORTHBOUND,TOWER RD,AK,VALDEZ-CORDOVA,99573,62.3922276,-145.1243382,62.4042598,-145.1049826,1.069398,126.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,380,51,33,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04838,AK-1,NORTHBOUND,CHURCH RD,AK,VALDEZ-CORDOVA,99573,62.4042598,-145.1049826,62.558576,-144.6877916,18.880084,127.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,289,31,18,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04828,AK-1,NORTHBOUND,MATANUSKA-SUSITNA--VALDEZ-CORDOVA COUNTY BORDER,AK,MATANUSKA-SUSITNA,99674,61.891652,-147.3335712,61.9853164,-146.9587868,14.801436,115.0,America/Anchorage,P3,USA,65,1,N,1,99999,2,0,2,1,4,10,,836,152,66,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04829,AK-1,NORTHBOUND,NELCHINA ELEMENTARY SCHOOL RD,AK,VALDEZ-CORDOVA,99588,61.9853164,-146.9587868,61.9918048,-146.7702764,6.441169,116.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,821,158,71,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04220,AK-1,NORTHBOUND,KENAI SPUR HWY,AK,KENAI PENINSULA,99669,60.4863458,-151.057162,60.486458,-151.0569958,0.009594,19.0,America/Anchorage,P1,USA,65,3,N,1,99998,2,0,4,1,4,10,,13423,817,237,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04181,AK-1,SOUTHBOUND,AK-3/E PARKS HWY,AK,MATANUSKA-SUSITNA,99645,61.5540138,-149.242091,61.5532178,-149.2479698,0.206326,46.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,12669,842,372,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04236,C ST,NORTHBOUND,W DIMOND BLVD,AK,ANCHORAGE,99515,61.142447,-149.885986,61.144759,-149.886705,0.161532,1.0,America/Anchorage,P1,USA,76,3,N,3,2305,2,0,4,0,10,10,,9374,241,73,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04180,AK-1,SOUTHBOUND,S OLD GLENN HWY,AK,ANCHORAGE,99567,61.4724512,-149.2681604,61.4704734,-149.280017,0.414473,48.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,32882,2185,964,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04239,C ST,NORTHBOUND,W TUDOR RD,AK,ANCHORAGE,99503,61.180698,-149.886197,61.180866,-149.8862,0.011607,5.0,America/Anchorage,P1,USA,76,3,N,3,2305,2,0,4,0,10,10,,23775,1285,70,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04187,AK-1,SOUTHBOUND,PALMER FISHHOOK RD,AK,MATANUSKA-SUSITNA,99645,61.628571,-149.120622,61.628282,-149.1205946,0.019983,39.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,4334,288,127,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04186,AK-1,SOUTHBOUND,MARSH RD/ALBRECHT AVE,AK,MATANUSKA-SUSITNA,99645,61.61873,-149.1184312,61.617494,-149.1184242,0.085383,40.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,2,1,4,10,,7496,498,219,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04820,AK-1,NORTHBOUND,PORTAGE RAIL TERMINAL,AK,ANCHORAGE,99631,60.8201806,-148.9753392,60.8360632,-148.9809724,1.113739,38.0,America/Anchorage,P3,USA,65,3,N,1,99999,2,0,2,1,4,10,,5227,432,204,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04821,AK-1,NORTHBOUND,ALYESKA HWY,AK,ANCHORAGE,99587,60.8360632,-148.9809724,60.9402754,-149.1732584,10.032936,39.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,4985,240,90,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04822,AK-1,NORTHBOUND,SAWMILL RD,AK,ANCHORAGE,99587,60.9406478,-149.174606,60.9524252,-149.4102096,8.817404,40.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,7041,331,122,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04823,AK-1,NORTHBOUND,CHICKALOON TRL,AK,MATANUSKA-SUSITNA,99674,61.709468,-148.8774626,61.733843,-148.7504028,4.841878,105.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1964,193,93,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04824,AK-1,NORTHBOUND,BONNIE LAKES RD,AK,MATANUSKA-SUSITNA,99674,61.7849528,-148.453799,61.7967162,-148.294503,5.501544,108.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1471,98,43,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04825,AK-1,NORTHBOUND,NEW PURINTON CREEK TRL,AK,MATANUSKA-SUSITNA,99674,61.7967162,-148.294503,61.8044926,-148.0871984,7.199366,109.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1471,98,43,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04826,AK-1,NORTHBOUND,VICTORY BIBLE CAMP RD,AK,MATANUSKA-SUSITNA,99674,61.8044926,-148.0871984,61.796528,-147.973189,4.144706,110.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1455,97,43,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04827,AK-1,NORTHBOUND,4WD ROAD (PALMER) (SOUTH),AK,MATANUSKA-SUSITNA,99674,61.8032326,-147.8516332,61.800156,-147.598893,9.888977,112.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,2,1,4,10,,1252,82,36,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04817,AK-1,NORTHBOUND,BLUEBERRY AVE,AK,KENAI PENINSULA,99568,60.121943,-151.5500686,60.227659,-151.3989092,9.513134,9.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,3530,302,96,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04818,AK-1,NORTHBOUND,MYSTERY CREEK RD,AK,KENAI PENINSULA,99572,60.525759,-150.5663274,60.5266508,-150.2574936,10.871234,28.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,3378,308,167,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04819,AK-1,NORTHBOUND,ANCHORAGE--KENAI PENINSULA COUNTY BORDER,AK,KENAI PENINSULA,99631,60.7800026,-149.433875,60.836633,-149.0387812,19.514796,37.0,America/Anchorage,P3,USA,65,3,N,1,99999,2,0,2,1,4,10,,3939,377,168,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04471,AK-3,NORTHBOUND,S SEWARD MERIDIAN RD,AK,MATANUSKA-SUSITNA,99654,61.5708456,-149.3505764,61.5711288,-149.3686734,0.597958,7.0,America/Anchorage,P1,USA,131,1,N,1,99998,2,0,2,3,4,10,,29602,2291,378,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04470,AK-3,NORTHBOUND,FAIRVIEW LOOP/N HYER RD,AK,MATANUSKA-SUSITNA,99654,61.5656558,-149.3075866,61.5690186,-149.32261,0.565696,5.0,America/Anchorage,P1,USA,131,1,N,1,99998,2,0,2,3,4,10,,26614,2060,339,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04232,AK-1,NORTHBOUND,AK-9/SEWARD HWY,AK,KENAI PENINSULA,99631,60.534617,-149.543612,60.534736,-149.5435228,0.008761,33.0,America/Anchorage,P1,USA,65,3,N,1,99999,2,0,2,1,4,10,,2041,186,100,1,100,1,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04472,AK-3,NORTHBOUND,PALMER WASILLA HWY,AK,MATANUSKA-SUSITNA,99654,61.5770358,-149.409489,61.5772556,-149.4102584,0.029503,8.0,America/Anchorage,P1,USA,131,1,N,1,99998,2,0,4,0,10,10,,12815,746,17,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04170,AK-1,SOUTHBOUND,D ST,AK,ANCHORAGE,99505,61.2556234,-149.6542518,61.251351,-149.665104,0.465947,68.0,America/Anchorage,P1,USA,65,1,N,1,2305,2,0,6,1,4,10,,58975,3919,1730,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04246,C ST,NORTHBOUND,W 3RD AVE,AK,ANCHORAGE,99501,61.2195408,-149.887167,61.21954,-149.88736,0.006419,7.0,America/Anchorage,P1,USA,76,4,N,3,2305,1,0,2,0,10,10,,7065,181,55,3,100,2,100,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04172,AK-1,SOUTHBOUND,ARTILLERY RD,AK,ANCHORAGE,99577,61.322318,-149.5786166,61.318077,-149.5751146,0.315259,64.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,41763,2775,1225,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04171,AK-1,SOUTHBOUND,EAGLE RIVER LOOP RD,AK,ANCHORAGE,99505,61.2995126,-149.588821,61.2917524,-149.591399,0.543594,66.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,54688,3634,1604,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04174,AK-1,SOUTHBOUND,BIRCHWOOD LOOP RD (EAGLE RIVER),AK,ANCHORAGE,99567,61.3717404,-149.530597,61.3622988,-149.5412652,0.753375,60.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,38072,2530,1116,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04173,AK-1,SOUTHBOUND,N EAGLE RIVER ACCESS RD,AK,ANCHORAGE,99577,61.3457508,-149.558549,61.3382238,-149.5741414,0.732944,62.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,37944,2521,1112,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04176,AK-1,SOUTHBOUND,SKI RD/VOYLES BLVD,AK,ANCHORAGE,99567,61.4113786,-149.4358536,61.408569,-149.4477938,0.44095,56.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,32663,1013,447,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04175,AK-1,SOUTHBOUND,BIRCHWOOD LOOP RD (CHUGIAK),AK,ANCHORAGE,99567,61.404176,-149.4615564,61.4002364,-149.4725744,0.455322,58.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,35644,2487,1097,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04814,AK-1,NORTHBOUND,PLUMB LN,AK,KENAI PENINSULA,99556,59.779631,-151.8333732,59.9144036,-151.7538208,10.47767,6.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,2551,215,69,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04815,AK-1,NORTHBOUND,DEEP CREEK RD,AK,KENAI PENINSULA,99639,59.9144036,-151.7538208,60.0238184,-151.7011152,7.865308,7.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,2481,209,67,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04816,AK-1,NORTHBOUND,HERMAN DR,AK,KENAI PENINSULA,99639,60.0238184,-151.7011152,60.121943,-151.5500686,9.196906,8.0,America/Anchorage,P1,USA,65,3,N,3,99999,2,0,2,1,4,10,,2825,285,87,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04806,AK-2,WESTBOUND,OLD RICHARDSON HWY (FORT WAINWRIGHT),AK,FAIRBANKS NORTH STAR,99703,64.8119142,-147.5897622,64.817571,-147.657178,2.029155,41.0,America/Anchorage,P1,USA,162,1,N,1,28549,2,0,2,2,4,10,,24207,1399,386,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04807,AK-2,WESTBOUND,HIMALAYA RD,AK,FAIRBANKS NORTH STAR,99712,65.0843914,-147.7257104,65.1182614,-147.7991848,3.445937,53.0,America/Anchorage,P1,USA,162,4,N,3,99999,2,0,2,2,4,10,,608,90,99,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04808,AK-2,WESTBOUND,FAIRBANKS NORTH STAR--YUKON-KOYUKUK COUNTY BORDER,AK,FAIRBANKS NORTH STAR,99712,65.1182614,-147.7991848,65.2105436,-148.1054824,15.238714,54.0,America/Anchorage,P3,USA,162,4,N,3,99999,2,0,2,2,4,10,,424,40,29,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04809,AK-2,WESTBOUND,JAMES DALTON HWY,AK,YUKON-KOYUKUK,99712,65.5034718,-148.618457,65.4893462,-148.6545228,1.469909,56.0,America/Anchorage,P1,USA,162,4,N,3,99999,2,0,2,2,4,10,,443,96,115,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04178,AK-1,SOUTHBOUND,PARADIS LN/OLD GLENN HWY,AK,ANCHORAGE,99567,61.4376132,-149.397017,61.4321482,-149.4089922,0.546838,52.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,30460,2142,945,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04177,AK-1,SOUTHBOUND,LAKE HILL DR,AK,ANCHORAGE,99567,61.4240262,-149.4228612,61.4180656,-149.4279216,0.444429,54.0,America/Anchorage,P1,USA,65,1,N,1,99998,2,0,4,1,4,10,,32663,1010,446,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133N04179,AK-1,SOUTHBOUND,EKLUTNA VILLAGE RD,AK,ANCHORAGE,99567,61.4590782,-149.3571928,61.45536,-149.366149,0.392209,50.0,America/Anchorage,P1,USA,65,1,N,1,99999,2,0,4,1,4,10,,31658,2163,954,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04240,C ST,NORTHBOUND,A ST/W 38TH AVE,AK,ANCHORAGE,99503,61.180866,-149.8862,61.1845582,-149.886581,0.271732,6.0,America/Anchorage,P1,USA,76,3,N,3,2305,1,0,3,0,10,10,,31479,808,247,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04482,AK-3,NORTHBOUND,WILLOW CREEK PKWY,AK,MATANUSKA-SUSITNA,99688,61.7120568,-150.0221806,61.7582814,-150.0621648,3.599956,19.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,4338,450,136,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04933,AK-7,EASTBOUND,MENDENHALL LOOP RD,AK,JUNEAU,99801,58.369983,-134.5974516,58.3699516,-134.5862304,0.419307,3.1,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,14412,1310,423,9,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133-04932,AK-7,EASTBOUND,YANDUKIN DR,AK,JUNEAU,99801,58.3637186,-134.5742906,58.358315,-134.5625158,0.575657,5.1,America/Juneau,P1,USA,212,3,N,3,99998,2,0,4,7,4,10,,29122,2647,854,9,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133+04483,AK-3,NORTHBOUND,WILLOW FISHHOOK RD,AK,MATANUSKA-SUSITNA,99688,61.7582814,-150.0621648,61.7632822,-150.0645982,0.354498,20.0,America/Anchorage,P1,USA,131,1,N,1,99999,2,0,2,3,4,10,,3443,357,108,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04258,LAKE OTIS PKWY,NORTHBOUND,ABBOTT RD,AK,ANCHORAGE,99507,61.1374776,-149.8340222,61.1375572,-149.8340222,0.005499,3.0,America/Anchorage,P1,USA,78,3,N,3,2305,2,0,4,0,10,10,,17988,972,53,1,100,0,0,0,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
133P04499,AK-3,NORTHBOUND,PEGER RD,AK,FAIRBANKS NORTH STAR,99701,64.8209378,-147.7785226,64.8211356,-147.7773516,0.037027,61.0,America/Anchorage,P1,USA,131,1,N,1,28549,2,0,2,3,4,10,,13834,880,171,1,100,1,100,1,1,2016-01-01 00:00:00-05:00,2018-01-01 00:00:00-05:00
